367,0.211,3.135,1.307,-0.242,1.523,0.2,0.504
368,0.205,3.135,1.31,-0.241,1.527,0.201,0.506
369,0.206,3.134,1.313,-0.242,1.531,0.201,0.508
370,0.211,3.134,1.314,-0.243,1.533,0.201,0.508
371,0.212,3.133,1.314,-0.245,1.534,0.199,0.508
372,0.433,3.134,1.313,-0.25,1.533,0.196,0.505
373,0.417,3.135,1.311,-0.255,1.532,0.192,0.502
374,0.408,3.136,1.309,-0.259,1.531,0.189,0.499
375,0.41,3.138,1.308,-0.263,1.532,0.186,0.498
376,0.417,3.139,1.308,-0.265,1.534,0.185,0.497
377,0.417,3.142,1.31,-0.266,1.537,0.185,0.498
378,0.61,3.143,1.313,-0.265,1.543,0.187,0.5
379,0.588,3.145,1.318,-0.264,1.549,0.189,0.504
380,0.577,3.146,1.322,-0.263,1.555,0.191,0.507
381,0.582,3.147,1.324,-0.263,1.56,0.192,0.509
382,0.592,3.149,1.326,-0.266,1.563,0.191,0.509
383,0.591,3.15,1.325,-0.27,1.565,0.189,0.507
384,0.291,3.15,1.328,-0.27,1.569,0.189,0.509
385,0.263,3.15,1.333,-0.269,1.576,0.192,0.514
386,0.221,3.15,1.339,-0.266,1.584,0.196,0.519
387,0.208,3.149,1.344,-0.264,1.591,0.2,0.523
388,0.227,3.149,1.347,-0.264,1.595,0.201,0.526
389,0.249,3.148,1.348,-0.267,1.597,0.2,0.526
390,0.286,3.148,1.345,-0.273,1.595,0.195,0.522
391,0.227,3.147,1.34,-0.281,1.591,0.189,0.516
392,0.178,3.147,1.335,-0.288,1.586,0.182,0.51
393,0.181,3.147,1.331,-0.295,1.583,0.176,0.506
394,0.218,3.147,1.33,-0.298,1.583,0.174,0.504
395,0.24,3.146,1.333,-0.298,1.585,0.174,0.505
396,0.187,3.146,1.334,-0.299,1.588,0.174,0.506
397,0.188,3.145,1.335,-0.3,1.589,0.174,0.507
398,0.188,3.145,1.336,-0.302,1.59,0.173,0.507
399,0.187,3.145,1.336,-0.305,1.591,0.172,0.506
400,0.185,3.145,1.336,-0.307,1.591,0.17,0.505
401,0.184,3.145,1.336,-0.31,1.592,0.169,0.505
402,0.371,3.145,1.335,-0.313,1.592,0.167,0.504
403,0.368,3.146,1.335,-0.316,1.592,0.166,0.502
404,0.367,3.147,1.334,-0.318,1.593,0.164,0.501
405,0.367,3.149,1.335,-0.32,1.595,0.163,0.501
406,0.366,3.151,1.336,-0.322,1.597,0.163,0.501
407,0.364,3.153,1.337,-0.323,1.6,0.163,0.502
408,0.541,3.154,1.339,-0.323,1.604,0.164,0.503
409,0.533,3.156,1.342,-0.323,1.608,0.165,0.505
410,0.529,3.157,1.345,-0.323,1.613,0.166,0.507
411,0.53,3.158,1.346,-0.324,1.616,0.166,0.508
412,0.532,3.159,1.347,-0.327,1.619,0.165,0.508
413,0.53,3.16,1.347,-0.33,1.621,0.163,0.507
414,0.296,3.16,1.351,-0.33,1.626,0.164,0.51
415,0.254,3.16,1.356,-0.328,1.634,0.169,0.515
416,0.205,3.159,1.363,-0.324,1.642,0.173,0.521
417,0.196,3.159,1.368,-0.322,1.649,0.177,0.525
418,0.225,3.158,1.371,-0.322,1.653,0.178,0.528
419,0.248,3.157,1.371,-0.325,1.654,0.177,0.527
420,0.276,3.157,1.368,-0.331,1.651,0.172,0.523
421,0.211,3.156,1.363,-0.339,1.646,0.165,0.517
422,0.163,3.156,1.357,-0.347,1.642,0.158,0.511
423,0.172,3.155,1.354,-0.353,1.639,0.153,0.506
424,0.212,3.155,1.353,-0.356,1.639,0.15,0.505
425,0.232,3.154,1.356,-0.356,1.641,0.151,0.506
426,0.243,3.153,1.357,-0.356,1.644,0.151,0.507
427,0.245,3.152,1.359,-0.357,1.645,0.15,0.507
428,0.245,3.151,1.359,-0.359,1.646,0.149,0.507
429,0.242,3.149,1.359,-0.361,1.647,0.147,0.505
430,0.238,3.147,1.359,-0.363,1.647,0.144,0.504
431,0.237,3.146,1.359,-0.365,1.647,0.142,0.502
432,0.337,3.144,1.359,-0.367,1.648,0.14,0.501
433,0.337,3.144,1.36,-0.369,1.649,0.138,0.5
434,0.338,3.143,1.36,-0.37,1.65,0.136,0.499
435,0.337,3.144,1.362,-0.371,1.653,0.136,0.499
436,0.336,3.144,1.363,-0.372,1.655,0.135,0.5
437,0.333,3.145,1.365,-0.372,1.658,0.135,0.5
438,0.491,3.146,1.367,-0.372,1.662,0.135,0.501
439,0.486,3.147,1.369,-0.373,1.666,0.135,0.502
440,0.484,3.147,1.371,-0.373,1.67,0.135,0.503
441,0.485,3.148,1.373,-0.375,1.673,0.134,0.503
442,0.485,3.148,1.373,-0.377,1.675,0.133,0.503
443,0.482,3.148,1.373,-0.38,1.677,0.131,0.502
444,0.282,3.148,1.377,-0.379,1.683,0.132,0.504
445,0.237,3.148,1.383,-0.376,1.69,0.137,0.51
446,0.186,3.147,1.39,-0.373,1.699,0.141,0.515
447,0.179,3.146,1.395,-0.37,1.705,0.145,0.52
448,0.21,3.145,1.398,-0.37,1.709,0.146,0.522
449,0.234,3.144,1.398,-0.373,1.71,0.144,0.521
450,0.26,3.143,1.395,-0.379,1.707,0.139,0.517
451,0.195,3.143,1.39,-0.387,1.703,0.132,0.511
452,0.15,3.142,1.384,-0.394,1.698,0.125,0.505
453,0.16,3.142,1.381,-0.4,1.695,0.12,0.5
454,0.2,3.141,1.38,-0.403,1.695,0.118,0.499
455,0.219,3.141,1.383,-0.403,1.698,0.118,0.501
456,0.219,3.14,1.385,-0.403,1.7,0.119,0.502
457,0.221,3.139,1.386,-0.403,1.702,0.118,0.502
458,0.222,3.137,1.387,-0.405,1.703,0.117,0.501
